timestamp,sequence,battery,flags,EEG-ch1,EEG-ch2,EEG-ch3,EEG-ch4,EEG-ch5,EEG-ch6,EEG-ch7,EEG-ch8,EEG-ch9,EEG-ch10,EEG-ch11,EEG-ch12,EEG-ch13,EEG-ch14,EEG-ch15,EEG-ch16
16636478979,268,-2,0,-76252.5711208002,-77850.4452352858,84188.5741749626,-23401.3647346645,-61663.8068225133,-6529.4781399144,98083.6337419799,-71608.1004049991,-43552.9323310704,-11071.4116745886,-35920.3307971880,-55800.6682637137,95527.6751796559,-25521.0748627956,-3444.8818214209,100387.1612660152
16636478979,268,-2,0,-68251.2640377891,-76023.4168865337,91757.7211699133,-23338.8227729946,-62478.4097894157,-6467.0213521223,102070.0267428090,-72511.1990308947,-43465.5439324880,-10914.5822302377,-35791.8520864346,-58628.1368129448,102070.0267428090,36370.1097102481,-3289.8045254125,102070.0267428090
16636478979,268,-2,0,33106.4292299145,27935.8394711862,102070.0267428090,-23332.3495582848,-63081.8545456526,-6455.2551892945,102070.0267428090,-74345.1142960485,-43455.8706135138,-10841.0650060335,-35756.5535979512,-69475.9427230182,102070.0267428090,92508.5532377666,-3255.0170801957,102070.0267428090
16636478979,268,-2,0,-29689.4844403991,-38164.0540913385,95661.7631986447,-23393.2853839741,-63433.5009838357,-6531.6439899489,102070.0267428090,-74549.6532796422,-43497.9465091275,-10989.6812550289,-35850.2083603974,-71507.3883783957,102070.0267428090,60466.3351073803,-3391.9645079379,102070.0267428090
16636478979,268,-2,0,-68445.1319512690,-70993.1693429613,84983.9765162783,-23418.5576902753,-62023.5082759931,-6552.9496270859,98341.2482191153,-72300.5640311928,-43565.1486986806,-11101.3442087730,-35940.6386831855,-60098.0189245499,94763.0449436054,-29047.1395574191,-3492.1533235780,98783.7995202625
16636478979,268,-2,0,-72143.2357112721,-78281.6440752972,89627.0844500353,-23344.5902612887,-62494.3494722537,-6477.4612359964,102070.0267428090,-72904.0209551266,-43475.3997669146,-10942.3610820844,-35813.3889098112,-61361.0258547712,100606.6665167011,17779.4507653797,-3329.8362479600,102070.0267428090
16636478979,268,-2,0,9659.1071043497,6526.8985881880,100946.0479164866,-23299.1439136550,-62177.2227899574,-6439.9603943880,102070.0267428090,-72723.3063219122,-43418.1629210595,-10801.8728545668,-35715.0860871786,-60390.5668592639,102070.0267428090,89735.6081379991,-3190.2119269167,102070.0267428090
16636478979,268,-2,0,-9388.8747256090,-19530.6621952280,97582.0326081510,-23371.1401757563,-63702.6747729528,-6522.3600372730,102070.0267428090,-75107.2014834630,-43479.0257405678,-10968.6919780093,-35827.0654010402,-74613.2538309357,102070.0267428090,66026.0843135967,-3375.1365832318,102070.0267428090
16636490162,269,-2,0,-56795.4991559574,-60908.1320113245,88257.5858372195,-23391.5819064189,-62515.0832276400,-6539.9788622726,100886.7668975652,-73320.6793974346,-43540.6064541887,-11088.7993133486,-35924.6503295602,-65916.8427315204,96293.8628808998,-11147.3137673701,-3497.0325700040,99534.5707496317
16636490162,269,-2,0,-75132.5954667325,-78835.9800071568,87189.1160438033,-23320.0115137063,-61966.5512871649,-6466.8266689731,100994.1224866340,-72072.4805542467,-43477.8089708855,-10967.2440220874,-35825.2524142135,-57446.6412837403,98953.8187479695,3653.1684556360,-3350.1197985638,102070.0267428090
16636490162,269,-2,0,-26327.8296652471,-30349.5454899532,97545.7850393154,-23260.9616810246,-61719.3401908132,-6415.4911560771,102070.0267428090,-71636.9378464695,-43388.3033930560,-10807.7863552227,-35698.6840318613,-54368.6763600153,102070.0267428090,74935.5396166850,-3194.7869809221,102070.0267428090
16636490162,269,-2,0,16852.3087705620,6903.8538357627,100251.1385832315,-23325.5599834576,-63793.1172634377,-6488.2174799878,102070.0267428090,-75419.6436024825,-43446.5623254442,-10927.6868397160,-35794.8088367625,-76330.1280203496,102070.0267428090,76671.4927547173,-3345.7272600107,102070.0267428090
16636490162,269,-2,0,-45449.7059180115,-51141.4259639696,92327.1207104397,-23346.7196082327,-62913.0034168407,-6505.8606403811,102070.0267428090,-74018.4968102303,-43496.9852610785,-11036.4903847067,-35879.1066403519,-69340.7352759217,99720.0794553942,22840.4582465205,-3456.5506426741,102070.0267428090
16636490162,269,-2,0,-77276.5801500254,-79364.4352478740,84964.5933752394,-23315.5216335786,-61615.3915568548,-6468.6274881029,98992.9743963457,-71560.4273688469,-43490.2565247354,-11008.9792221901,-35853.7613278697,-55152.1300230509,96868.2755125172,-14101.0100034424,-3383.6296356142,102070.0267428090
16636490162,269,-2,0,-57593.8339122075,-64536.6365455004,93664.7399575794,-23268.7246715976,-61985.1678633041,-6425.7241891052,102070.0267428090,-71795.8966377644,-43412.1764142226,-10863.3562266131,-35738.2533819295,-54913.6188299276,102070.0267428090,52132.0833362030,-3232.7745304033,102070.0267428090
16636490162,269,-2,0,33100.4548907744,25259.4450457087,102070.0267428090,-23294.8852197669,-63516.3751668967,-6460.6211435934,102070.0267428090,-75103.2348142988,-43425.6825576960,-10877.8966243165,-35760.6054409933,-74255.7303951872,102070.0267428090,86019.2528327615,-3291.8121953883,102070.0267428090
16636547741,270,-2,0,-38807.3358869738,-46089.4469138713,94532.1993994806,-23330.9746085438,-63186.3872290585,-6496.8322093385,102070.0267428090,-74316.2281837909,-43474.5723635306,-10994.5239983644,-35846.8014052870,-70315.9153377964,102070.0267428090,48663.1824812537,-3404.4607325751,102070.0267428090
16636547741,270,-2,0,-75078.6682344132,-76880.8744816465,83785.5070500059,-23346.7317759295,-61660.3876997061,-6502.2833375152,97654.3817334602,-71704.0305267512,-43528.1710680357,-11071.5455192536,-35909.1486838077,-56587.9182481580,94865.3996092800,-29909.9144360435,-3449.0796768248,99472.5154958347
16636547741,270,-2,0,-70827.4939830201,-78731.8975285333,90839.6197738351,-23280.0406296429,-62537.7881499116,-6440.3132575959,102070.0267428090,-72740.4749421294,-43446.2946361141,-10922.2113761457,-35790.1851119698,-59995.0315386405,102000.1111568644,28241.9057170705,-3299.5265151740,102070.0267428090
16636547741,270,-2,0,28683.4105962909,24165.2527412088,102070.0267428090,-23256.0094284176,-62758.3398225243,-6415.4059821993,102070.0267428090,-73896.2357925534,-43415.9849033281,-10825.4660187064,-35732.4858936354,-67125.4722246400,102070.0267428090,92300.3882805197,-3230.0854694055,102070.0267428090
16636547741,270,-2,0,-25185.4776167220,-34379.6448577703,95864.9150648006,-23321.7271589583,-63440.2175524819,-6493.9241297978,102070.0267428090,-74662.8736985797,-43472.0658179851,-10983.1106987445,-35837.8946512126,-72210.6325839744,102070.0267428090,61170.3458778589,-3381.2082639464,102070.0267428090
16636547741,270,-2,0,-65326.9649572410,-68335.1238042928,85413.1920217076,-23358.1572432462,-62092.5964585538,-6519.9264979084,98632.8470734771,-72548.8215494712,-43542.3707702281,-11102.2202829443,-35935.0293749501,-61647.7697981007,94753.3472892375,-26943.6854722435,-3493.0659008397,98508.3471995847
16636547741,270,-2,0,-72078.4548933868,-77528.8895113459,88917.6590544704,-23284.9685468562,-62292.3900403865,-6442.5399461145,102070.0267428090,-72654.2181393516,-43458.4501652402,-10943.5900194636,-35806.9400304950,-60397.2834279101,100127.1862556962,15146.1421543522,-3329.3617077839,102070.0267428090
16636547741,270,-2,0,2306.0097341871,-732.7873734649,100197.7467295725,-23251.6655606518,-61961.2218359565,-6420.5407502586,102070.0267428090,-72341.4596602147,-43402.5030952483,-10807.4456597117,-35710.9734056525,-58308.3819081347,102070.0267428090,87561.9951129424,-3187.5228659188,102070.0267428090
16636562534,271,-2,0,-1204.9548486791,-11441.2731549155,98219.1940522843,-23333.5419925734,-63730.1859354695,-6505.2279201463,102070.0267428090,-75233.6360211502,-43472.9783952468,-10964.5306256958,-35827.2965872798,-75351.3828233058,102070.0267428090,69351.5888614877,-3369.0162317298,102070.0267428090
16636562534,271,-2,0,-52707.4572158695,-57211.0868409450,89255.0327842801,-23363.0608250659,-62612.0232682284,-6527.3852960609,101735.6462664178,-73529.8664412146,-43536.4694372689,-11083.5672037147,-35925.7697576679,-67072.5184080666,96999.1512595448,-2469.9329457858,-3489.6954488198,100124.7892194221
16636562534,271,-2,0,-75349.9105319903,-78492.7901182657,86481.0534302827,-23311.1412627224,-61841.4795315219,-6467.1308613937,100392.9652573997,-71905.9047847406,-43487.6891407057,-10985.1305364171,-35841.8369849832,-56598.4554736067,98375.4394471877,-266.4725604224,-3356.7755287259,102070.0267428090
16636562534,271,-2,0,-35045.7654203422,-39704.2776582770,96385.4004640987,-23269.4182303165,-61733.8562531230,-6432.6111055070,102070.0267428090,-71588.6199223856,-43409.5725271025,-10839.2763546005,-35724.8567477274,-53902.7022424839,102070.0267428090,69334.9677876276,-3211.7122472028,102070.0267428090
16636562534,271,-2,0,22451.5178175752,12950.4447595619,100670.6442665961,-23334.2112158987,-63771.7994586039,-6503.8286350117,102070.0267428090,-75421.7242786393,-43461.1392262381,-10933.0041232276,-35807.1712167347,-76232.2754024996,102070.0267428090,78775.1293553453,-3341.7605908464,102070.0267428090
16636562534,271,-2,0,-42829.8061088829,-48779.2623089445,93006.8569257566,-23359.9945654665,-63007.0475455852,-6524.4772165202,102070.0267428090,-74130.6464718474,-43510.0533674663,-11039.5444766093,-35887.8673820644,-69719.6251872913,100518.4142116443,30949.0114093291,-3450.8439928641,102070.0267428090
16636562534,271,-2,0,-76853.9108654868,-78701.0280816935,84417.8014154100,-23349.0071352354,-61616.6326619308,-6505.2765909336,98454.9918490161,-71553.8081417752,-43525.4211685537,-11047.0884486395,-35891.4203495367,-55248.5468526759,96212.9963678145,-18513.1993868935,-3414.8884487523,101356.2453117816
16636562534,271,-2,0,-62070.4269149424,-69445.5721517481,92748.5610575991,-23301.8451423497,-62156.2578483314,-6460.9010006203,102070.0267428090,-72029.3217336157,-43446.4771515664,-10899.3726092090,-35771.7145481926,-56010.0256552492,102070.0267428090,46555.8225653979,-3266.2235289696,102070.0267428090
16636582723,272,-2,0,36126.3055690068,29439.4261029908,102070.0267428090,-23324.1606983229,-63390.6098525348,-6482.6325071461,102070.0267428090,-74891.8940881811,-43451.1130440560,-10883.3355847964,-35775.4135280268,-72724.3649115358,102070.0267428090,89953.1908925869,-3292.1772262929,102070.0267428090
16636582723,272,-2,0,-33124.7051105425,-40663.3111864676,95027.6680141108,-23374.5836339572,-63285.1524241704,-6537.0707827319,102070.0267428090,-74400.6233289548,-43502.3512153774,-11011.7534570657,-35864.8339319786,-70570.1471952149,102070.0267428090,57002.3500019474,-3409.3156436074,102070.0267428090
16636582723,272,-2,0,-71992.5022830295,-74070.8422419626,84133.3693344769,-23397.7265933144,-61780.7140535882,-6550.0050444547,97826.3721280525,-71882.2507821168,-43560.5249738879,-11102.7556616045,-35939.6044289556,-57597.3138734988,94786.8571262879,-28500.0920759565,-3473.9991199182,99219.3665634333
16636582723,272,-2,0,-68843.1859851347,-76128.4362778126,90552.6324765692,-23328.3828891205,-62635.0202152237,-6477.8262669010,102070.0267428090,-72936.0950039519,-43473.6354508752,-10944.6607767840,-35815.5304244520,-60968.4716198695,101531.2897982764,27633.5938821043,-3317.3156879291,102070.0267428090
16636582723,272,-2,0,25968.5175780656,22214.3694064960,102046.4092432757,-23302.6725457336,-62586.4346018097,-6451.8969049713,102070.0267428090,-73545.0882299401,-43446.7813439870,-10834.9324868347,-35753.4630029582,-64875.9449391050,102070.0267428090,93690.9613442328,-3221.5680816294,102070.0267428090
16636582723,272,-2,0,-17776.6035243231,-27273.2475406929,96476.0376377328,-23381.0203455765,-63580.2677429140,-6541.2808058327,102070.0267428090,-74878.6678017345,-43500.9884333332,-11005.9007948939,-35860.8185920270,-73187.8568189153,102070.0267428090,64922.8514103574,-3391.7941601824,102070.0267428090
16636582723,272,-2,0,-60991.9431070409,-64409.4841137007,86338.0708249163,-23406.8767013253,-62278.7013814607,-6562.0388966126,99331.7352435932,-72858.0513965295,-43569.6629142019,-11124.8278636413,-35958.0263219455,-63234.9971778662,95168.7889618632,-21289.5757771652,-3509.2976084015,98735.7371178119
16636582723,272,-2,0,-71637.4245543424,-76464.2647101258,88383.6796793956,-23334.6127498938,-62217.5587049254,-6482.6203394493,101960.3957944343,-72478.8451250425,-43486.3993648425,-10974.3621247288,-35834.3660191339,-59339.0588352189,99795.9693804789,13106.9943468858,-3342.8070127732,102070.0267428090
16636622739,273,-2,0,-6121.1302345365,-9335.1908472262,99302.3745911595,-23291.0888983582,-61876.6076722498,-6448.8914838561,102070.0267428090,-72069.0127606522,-43411.2881723545,-10832.0974134749,-35724.3335367641,-56682.5342586532,102070.0267428090,84133.2354898119,-3197.9627497929,102070.0267428090
