timestamp,sequence,battery,flags,EEG-ch1,EEG-ch2,EEG-ch3,EEG-ch4,EEG-ch5,EEG-ch6,EEG-ch7,EEG-ch8,EEG-ch9,EEG-ch10,EEG-ch11,EEG-ch12,EEG-ch13,EEG-ch14,EEG-ch15,EEG-ch16
17734198182,0,-2,0,-102070.0389105058,-25555.0714077189,-102070.0389105058,-1908.2598927420,-55749.1989061526,5588.1242752075,-86489.3031287286,-73420.0651450844,-35206.4398568892,-15441.8901933306,-102070.0389105058,-102070.0389105058,12447.6025206570,-102070.0389105058,-1151.2101318122,-102070.0389105058
17734198182,0,-2,0,-39959.7992915588,44638.3517261609,-2281.0537880033,-852.6513548677,-54756.5460316402,6245.4962637638,58798.7765931898,-34079.6624602975,-26998.0750770420,78095.8798479013,45577.1868776255,52368.0028099030,102070.0267428090,59380.6358552629,6447.8937327166,58379.1370651601
17734198182,0,-2,0,98997.3669348988,24900.5101571287,99567.9589097138,-368.1945058622,-49696.8769971499,6433.5845212528,99058.4001021626,-52078.2169423679,-26045.0523910819,77351.9711995403,97893.3674667596,98190.6973063250,98159.5966732456,98203.9114250747,4463.1111946551,98527.0854526921
17734198182,0,-2,0,17644.7300261561,-48092.8946988592,79447.4189402065,-2296.2999121224,-55713.4380451900,5368.0958135583,102070.0267428090,-100590.2522936869,-36456.3300099354,-8488.0636267161,53278.6210724352,22859.5006920484,102070.0267428090,52134.0545030883,-3630.3540240930,26749.2821801033
17734198182,0,-2,0,-102070.0389105058,-43254.5925726686,-91557.4530479045,-2268.5332279725,-55988.9268689582,5322.5034535627,-64833.1268139850,-85831.9311401724,-37015.2774988909,-32633.6412021622,-98714.9911947287,-102070.0389105058,14638.4693398086,-102070.0389105058,-3137.6353089448,-102070.0389105058
17734198182,0,-2,0,-79112.7707744851,31758.5404466562,-56761.4296048532,-1076.8411688304,-54892.2036835192,6075.2580175140,4519.3989601581,-39988.3690436990,-28758.7529750186,55831.3795304948,-9784.6047293815,-855.9974714940,82889.5873652358,2783.4093190353,4931.7622054876,1724.6858507743
17734198182,0,-2,0,85963.0989119237,39545.9029164296,102070.0267428090,-313.0383361638,-50568.2057666407,6597.8362606657,100794.8034449774,-41474.7627198928,-24841.9835354104,88299.2845342317,99731.3589103491,99688.6259591069,99570.9278277386,99710.6494903564,6022.7665734198,99522.5612328674
17734198182,0,-2,0,72103.0214732723,-31798.2071382990,102070.0267428090,-1880.8825748904,-54237.7276068068,5438.8266351900,102070.0267428090,-92089.2179021576,-33352.5574012489,16390.6906884932,96389.8660088328,72969.2884808848,102070.0267428090,97632.2973637266,-1768.7572486670,80020.4809574766
17734234390,1,-2,0,-101076.8993281205,-56121.3479134823,-60214.4029446613,-2506.6307194038,-56254.6206967840,5120.9212202970,-22662.4205066072,-95441.2358614257,-38045.6015627672,-40025.2249973757,-76338.4872280670,-91447.2015469919,36979.8573334393,-83220.3175325802,-4491.2794128002,-98918.5080917893
17734234390,1,-2,0,-102070.0389105058,12800.4778962191,-95294.5299408315,-1366.0186515244,-55094.9540156799,5868.4436746145,-48379.8819961251,-49311.1975109531,-30931.2465719676,29890.6773073664,-61710.1779151056,-52991.4999305042,52269.2011117007,-54410.2898831497,2914.7352708453,-55338.2592813514
17734234390,1,-2,0,47872.0631692196,49785.0927991162,87014.8259545115,-689.2270188387,-53698.6986375504,6340.9396776429,102070.0267428090,-35988.8470979980,-25284.2914826211,95500.6872281026,102070.0267428090,102070.0267428090,102070.0267428090,102070.0267428090,6913.0282791672,102070.0267428090
17734234390,1,-2,0,99056.0395689790,-11015.0265675111,100862.4923424034,-1011.7683262213,-50773.3774704692,5971.5649051889,102070.0267428090,-78162.7535096402,-29946.7582220233,42860.7607296005,102070.0267428090,102070.0267428090,102070.0267428090,102070.0267428090,472.0701336397,102070.0267428090
