timestamp,sequence,EEG-imp-ch1,EEG-imp-ch2,EEG-imp-ch3,EEG-imp-ch4,EEG-imp-ch5,EEG-imp-ch6,EEG-imp-ch7,EEG-imp-ch8,EEG-imp-ch9,EEG-imp-ch10,EEG-imp-ch11,EEG-imp-ch12,EEG-imp-ch13,EEG-imp-ch14,EEG-imp-ch15,EEG-imp-ch16
17735946913,56,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17735974944,57,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736017533,58,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736037229,59,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736077010,60,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736098476,61,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736139671,62,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736164710,63,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736265482,64,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736278243,65,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736288494,66,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736299715,67,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736327238,68,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736347218,69,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736389767,70,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736414753,71,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736449469,72,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736472346,73,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736514663,74,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736534625,75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736611083,76,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736625739,77,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736640900,78,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736672285,79,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736697281,80,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736724670,81,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736752153,82,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736799680,83,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736839750,84,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736909501,85,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736959649,86,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17736989685,87,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737001023,88,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737025691,89,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737038525,90,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737054748,91,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737097237,92,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737100957,93,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737147236,94,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737162114,95,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737199699,96,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737222325,97,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737264418,98,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737329565,99,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737341823,100,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737353492,101,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737397250,102,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737413199,103,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737449704,104,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737475651,105,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737529255,106,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737540594,107,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737584832,108,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737597176,109,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737639695,110,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737709408,111,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737717110,112,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737734816,113,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737768673,114,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737815811,115,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737821846,116,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737873266,117,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737887162,118,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737922224,119,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737952184,120,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17737974696,121,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738004595,122,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738077184,123,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738089685,124,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738109716,125,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738163879,126,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738176107,127,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738215979,128,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738228525,129,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738272227,130,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738284712,131,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738329705,132,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738364726,133,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738441001,134,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738448494,135,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738454263,136,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738474461,137,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738528439,138,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738547144,139,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738572145,140,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738598593,141,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738629345,142,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738672330,143,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738689458,144,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738743756,145,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738834820,146,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738851944,147,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738862054,148,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738878542,149,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738896993,150,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738924675,151,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738941387,152,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17738975960,153,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739015682,154,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739037327,155,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739074658,156,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739096961,157,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739159808,158,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739187198,159,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739196897,160,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739226037,161,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739274662,162,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739287174,163,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739324501,164,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739350105,165,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739398464,166,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739460249,167,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739486079,168,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739525495,169,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739552090,170,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739564664,171,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739574313,172,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739596989,173,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739627205,174,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739674833,175,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739691907,176,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739722180,177,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739748337,178,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739816017,179,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739835662,180,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739878314,181,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739918781,182,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739934385,183,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739941894,184,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17739974830,185,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17740004649,186,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17740111052,187,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17740124478,188,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17740136884,189,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17740153600,190,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17740163185,191,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17740200878,192,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17740224493,193,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17740284878,194,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17740292155,195,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17740321890,196,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17740370008,197,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17740377148,198,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17740424440,199,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17740440918,200,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17740474740,201,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
