timestamp,sequence,battery,flags,D in-ch1
17734198182,0,-2,0,0.0000000000
17734198182,0,-2,0,0.0000000000
17734198182,0,-2,0,0.0000000000
17734198182,0,-2,0,0.0000000000
17734198182,0,-2,0,0.0000000000
17734198182,0,-2,0,0.0000000000
17734198182,0,-2,0,0.0000000000
17734198182,0,-2,0,0.0000000000
17734234390,1,-2,0,0.0000000000
17734234390,1,-2,0,0.0000000000
17734234390,1,-2,0,0.0000000000
17734234390,1,-2,0,0.0000000000
17734234390,1,-2,0,0.0000000000
17734234390,1,-2,0,0.0000000000
17734234390,1,-2,0,0.0000000000
17734234390,1,-2,0,0.0000000000
17734272328,2,-2,0,0.0000000000
17734272328,2,-2,0,0.0000000000
17734272328,2,-2,0,0.0000000000
17734272328,2,-2,0,0.0000000000
17734272328,2,-2,0,0.0000000000
17734272328,2,-2,0,0.0000000000
17734272328,2,-2,0,0.0000000000
17734272328,2,-2,0,0.0000000000
17734289640,3,-2,0,0.0000000000
17734289640,3,-2,0,0.0000000000
17734289640,3,-2,0,0.0000000000
17734289640,3,-2,0,0.0000000000
17734289640,3,-2,0,0.0000000000
17734289640,3,-2,0,0.0000000000
17734289640,3,-2,0,0.0000000000
17734289640,3,-2,0,0.0000000000
17734339458,4,-2,0,0.0000000000
17734339458,4,-2,0,0.0000000000
17734339458,4,-2,0,0.0000000000
17734339458,4,-2,0,0.0000000000
17734339458,4,-2,0,0.0000000000
17734339458,4,-2,0,0.0000000000
17734339458,4,-2,0,0.0000000000
17734339458,4,-2,0,0.0000000000
17734396956,5,-2,0,0.0000000000
17734396956,5,-2,0,0.0000000000
17734396956,5,-2,0,0.0000000000
17734396956,5,-2,0,0.0000000000
17734396956,5,-2,0,0.0000000000
17734396956,5,-2,0,0.0000000000
17734396956,5,-2,0,0.0000000000
17734396956,5,-2,0,0.0000000000
17734414701,6,-2,0,0.0000000000
17734414701,6,-2,0,0.0000000000
17734414701,6,-2,0,0.0000000000
17734414701,6,-2,0,0.0000000000
17734414701,6,-2,0,0.0000000000
17734414701,6,-2,0,0.0000000000
17734414701,6,-2,0,0.0000000000
17734414701,6,-2,0,0.0000000000
17734428862,7,-2,0,0.0000000000
17734428862,7,-2,0,0.0000000000
17734428862,7,-2,0,0.0000000000
17734428862,7,-2,0,0.0000000000
17734428862,7,-2,0,0.0000000000
17734428862,7,-2,0,0.0000000000
17734428862,7,-2,0,0.0000000000
17734428862,7,-2,0,0.0000000000
17734466097,8,-2,0,0.0000000000
17734466097,8,-2,0,0.0000000000
17734466097,8,-2,0,0.0000000000
17734466097,8,-2,0,0.0000000000
17734466097,8,-2,0,0.0000000000
17734466097,8,-2,0,0.0000000000
17734466097,8,-2,0,0.0000000000
17734466097,8,-2,0,0.0000000000
17734491240,9,-2,0,0.0000000000
17734491240,9,-2,0,0.0000000000
17734491240,9,-2,0,0.0000000000
17734491240,9,-2,0,0.0000000000
17734491240,9,-2,0,0.0000000000
17734491240,9,-2,0,0.0000000000
17734491240,9,-2,0,0.0000000000
17734491240,9,-2,0,0.0000000000
17734504600,10,-2,0,0.0000000000
17734504600,10,-2,0,0.0000000000
17734504600,10,-2,0,0.0000000000
17734504600,10,-2,0,0.0000000000
17734504600,10,-2,0,0.0000000000
17734504600,10,-2,0,0.0000000000
17734504600,10,-2,0,0.0000000000
17734504600,10,-2,0,0.0000000000
17734554589,11,-2,0,0.0000000000
17734554589,11,-2,0,0.0000000000
17734554589,11,-2,0,0.0000000000
17734554589,11,-2,0,0.0000000000
17734554589,11,-2,0,0.0000000000
17734554589,11,-2,0,0.0000000000
17734554589,11,-2,0,0.0000000000
17734554589,11,-2,0,0.0000000000
17734568497,12,-2,0,0.0000000000
17734568497,12,-2,0,0.0000000000
17734568497,12,-2,0,0.0000000000
17734568497,12,-2,0,0.0000000000
17734568497,12,-2,0,0.0000000000
17734568497,12,-2,0,0.0000000000
17734568497,12,-2,0,0.0000000000
17734568497,12,-2,0,0.0000000000
17734613516,13,-2,0,0.0000000000
17734613516,13,-2,0,0.0000000000
17734613516,13,-2,0,0.0000000000
17734613516,13,-2,0,0.0000000000
17734613516,13,-2,0,0.0000000000
17734613516,13,-2,0,0.0000000000
17734613516,13,-2,0,0.0000000000
17734613516,13,-2,0,0.0000000000
17734636083,14,-2,0,0.0000000000
17734636083,14,-2,0,0.0000000000
17734636083,14,-2,0,0.0000000000
17734636083,14,-2,0,0.0000000000
17734636083,14,-2,0,0.0000000000
17734636083,14,-2,0,0.0000000000
17734636083,14,-2,0,0.0000000000
17734636083,14,-2,0,0.0000000000
17734677251,15,-2,0,0.0000000000
17734677251,15,-2,0,0.0000000000
17734677251,15,-2,0,0.0000000000
17734677251,15,-2,0,0.0000000000
17734677251,15,-2,0,0.0000000000
17734677251,15,-2,0,0.0000000000
17734677251,15,-2,0,0.0000000000
17734677251,15,-2,0,0.0000000000
17734691869,16,-2,0,0.0000000000
17734691869,16,-2,0,0.0000000000
17734691869,16,-2,0,0.0000000000
17734691869,16,-2,0,0.0000000000
17734691869,16,-2,0,0.0000000000
17734691869,16,-2,0,0.0000000000
17734691869,16,-2,0,0.0000000000
17734691869,16,-2,0,0.0000000000
17734764544,17,-2,0,0.0000000000
17734764544,17,-2,0,0.0000000000
17734764544,17,-2,0,0.0000000000
17734764544,17,-2,0,0.0000000000
17734764544,17,-2,0,0.0000000000
17734764544,17,-2,0,0.0000000000
17734764544,17,-2,0,0.0000000000
17734764544,17,-2,0,0.0000000000
17734774747,18,-2,0,0.0000000000
17734774747,18,-2,0,0.0000000000
17734774747,18,-2,0,0.0000000000
17734774747,18,-2,0,0.0000000000
17734774747,18,-2,0,0.0000000000
17734774747,18,-2,0,0.0000000000
17734774747,18,-2,0,0.0000000000
17734774747,18,-2,0,0.0000000000
17734787170,19,-2,0,0.0000000000
17734787170,19,-2,0,0.0000000000
17734787170,19,-2,0,0.0000000000
17734787170,19,-2,0,0.0000000000
17734787170,19,-2,0,0.0000000000
17734787170,19,-2,0,0.0000000000
17734787170,19,-2,0,0.0000000000
17734787170,19,-2,0,0.0000000000
17734827201,20,-2,0,0.0000000000
17734827201,20,-2,0,0.0000000000
17734827201,20,-2,0,0.0000000000
17734827201,20,-2,0,0.0000000000
17734827201,20,-2,0,0.0000000000
17734827201,20,-2,0,0.0000000000
17734827201,20,-2,0,0.0000000000
17734827201,20,-2,0,0.0000000000
17734850654,21,-2,0,0.0000000000
17734850654,21,-2,0,0.0000000000
17734850654,21,-2,0,0.0000000000
17734850654,21,-2,0,0.0000000000
17734850654,21,-2,0,0.0000000000
17734850654,21,-2,0,0.0000000000
17734850654,21,-2,0,0.0000000000
17734850654,21,-2,0,0.0000000000
17734879352,22,-2,0,0.0000000000
17734879352,22,-2,0,0.0000000000
17734879352,22,-2,0,0.0000000000
17734879352,22,-2,0,0.0000000000
17734879352,22,-2,0,0.0000000000
17734879352,22,-2,0,0.0000000000
17734879352,22,-2,0,0.0000000000
17734879352,22,-2,0,0.0000000000
17734924630,23,-2,0,0.0000000000
17734924630,23,-2,0,0.0000000000
17734924630,23,-2,0,0.0000000000
17734924630,23,-2,0,0.0000000000
17734924630,23,-2,0,0.0000000000
17734924630,23,-2,0,0.0000000000
17734924630,23,-2,0,0.0000000000
17734924630,23,-2,0,0.0000000000
17734973260,24,-2,0,0.0000000000
17734973260,24,-2,0,0.0000000000
17734973260,24,-2,0,0.0000000000
17734973260,24,-2,0,0.0000000000
17734973260,24,-2,0,0.0000000000
17734973260,24,-2,0,0.0000000000
17734973260,24,-2,0,0.0000000000
17734973260,24,-2,0,0.0000000000
17734986064,25,-2,0,0.0000000000
17734986064,25,-2,0,0.0000000000
17734986064,25,-2,0,0.0000000000
17734986064,25,-2,0,0.0000000000
17734986064,25,-2,0,0.0000000000
17734986064,25,-2,0,0.0000000000
17734986064,25,-2,0,0.0000000000
17734986064,25,-2,0,0.0000000000
17735014346,26,-2,0,0.0000000000
17735014346,26,-2,0,0.0000000000
17735014346,26,-2,0,0.0000000000
17735014346,26,-2,0,0.0000000000
17735014346,26,-2,0,0.0000000000
17735014346,26,-2,0,0.0000000000
17735014346,26,-2,0,0.0000000000
17735014346,26,-2,0,0.0000000000
17735046767,27,-2,0,0.0000000000
17735046767,27,-2,0,0.0000000000
17735046767,27,-2,0,0.0000000000
17735046767,27,-2,0,0.0000000000
17735046767,27,-2,0,0.0000000000
17735046767,27,-2,0,0.0000000000
17735046767,27,-2,0,0.0000000000
17735046767,27,-2,0,0.0000000000
17735127141,28,-2,0,0.0000000000
17735127141,28,-2,0,0.0000000000
17735127141,28,-2,0,0.0000000000
17735127141,28,-2,0,0.0000000000
17735127141,28,-2,0,0.0000000000
17735127141,28,-2,0,0.0000000000
17735127141,28,-2,0,0.0000000000
17735127141,28,-2,0,0.0000000000
17735139808,29,-2,0,0.0000000000
17735139808,29,-2,0,0.0000000000
17735139808,29,-2,0,0.0000000000
17735139808,29,-2,0,0.0000000000
17735139808,29,-2,0,0.0000000000
17735139808,29,-2,0,0.0000000000
17735139808,29,-2,0,0.0000000000
17735139808,29,-2,0,0.0000000000
17735160979,30,-2,0,0.0000000000
17735160979,30,-2,0,0.0000000000
17735160979,30,-2,0,0.0000000000
17735160979,30,-2,0,0.0000000000
17735160979,30,-2,0,0.0000000000
17735160979,30,-2,0,0.0000000000
17735160979,30,-2,0,0.0000000000
17735160979,30,-2,0,0.0000000000
17735173186,31,3,0,0.0000000000
17735173186,31,3,0,0.0000000000
17735173186,31,3,0,0.0000000000
17735173186,31,3,0,0.0000000000
17735173186,31,3,0,0.0000000000
17735173186,31,3,0,0.0000000000
17735173186,31,3,0,0.0000000000
17735173186,31,3,0,0.0000000000
17735222215,32,3,0,0.0000000000
17735222215,32,3,0,0.0000000000
17735222215,32,3,0,0.0000000000
17735222215,32,3,0,0.0000000000
17735222215,32,3,0,0.0000000000
17735222215,32,3,0,0.0000000000
17735222215,32,3,0,0.0000000000
17735222215,32,3,0,0.0000000000
17735234693,33,3,0,0.0000000000
17735234693,33,3,0,0.0000000000
17735234693,33,3,0,0.0000000000
17735234693,33,3,0,0.0000000000
17735234693,33,3,0,0.0000000000
17735234693,33,3,0,0.0000000000
17735234693,33,3,0,0.0000000000
17735234693,33,3,0,0.0000000000
17735268762,34,3,0,0.0000000000
17735268762,34,3,0,0.0000000000
17735268762,34,3,0,0.0000000000
17735268762,34,3,0,0.0000000000
17735268762,34,3,0,0.0000000000
17735268762,34,3,0,0.0000000000
17735268762,34,3,0,0.0000000000
17735268762,34,3,0,0.0000000000
17735285978,35,3,0,0.0000000000
17735285978,35,3,0,0.0000000000
17735285978,35,3,0,0.0000000000
17735285978,35,3,0,0.0000000000
17735285978,35,3,0,0.0000000000
17735285978,35,3,0,0.0000000000
17735285978,35,3,0,0.0000000000
17735285978,35,3,0,0.0000000000
17735329618,36,3,0,0.0000000000
17735329618,36,3,0,0.0000000000
17735329618,36,3,0,0.0000000000
17735329618,36,3,0,0.0000000000
17735329618,36,3,0,0.0000000000
17735329618,36,3,0,0.0000000000
17735329618,36,3,0,0.0000000000
17735329618,36,3,0,0.0000000000
17735348579,37,3,0,0.0000000000
17735348579,37,3,0,0.0000000000
17735348579,37,3,0,0.0000000000
17735348579,37,3,0,0.0000000000
17735348579,37,3,0,0.0000000000
17735348579,37,3,0,0.0000000000
17735348579,37,3,0,0.0000000000
17735348579,37,3,0,0.0000000000
17735378531,38,3,0,0.0000000000
17735378531,38,3,0,0.0000000000
17735378531,38,3,0,0.0000000000
17735378531,38,3,0,0.0000000000
17735378531,38,3,0,0.0000000000
17735378531,38,3,0,0.0000000000
17735378531,38,3,0,0.0000000000
17735378531,38,3,0,0.0000000000
17735430968,39,3,0,0.0000000000
17735430968,39,3,0,0.0000000000
17735430968,39,3,0,0.0000000000
17735430968,39,3,0,0.0000000000
17735430968,39,3,0,0.0000000000
17735430968,39,3,0,0.0000000000
17735430968,39,3,0,0.0000000000
17735430968,39,3,0,0.0000000000
17735441852,40,3,0,0.0000000000
17735441852,40,3,0,0.0000000000
17735441852,40,3,0,0.0000000000
17735441852,40,3,0,0.0000000000
17735441852,40,3,0,0.0000000000
17735441852,40,3,0,0.0000000000
17735441852,40,3,0,0.0000000000
17735441852,40,3,0,0.0000000000
17735509741,41,3,0,0.0000000000
17735509741,41,3,0,0.0000000000
17735509741,41,3,0,0.0000000000
17735509741,41,3,0,0.0000000000
17735509741,41,3,0,0.0000000000
17735509741,41,3,0,0.0000000000
17735509741,41,3,0,0.0000000000
17735509741,41,3,0,0.0000000000
17735522238,42,3,0,0.0000000000
17735522238,42,3,0,0.0000000000
17735522238,42,3,0,0.0000000000
17735522238,42,3,0,0.0000000000
17735522238,42,3,0,0.0000000000
17735522238,42,3,0,0.0000000000
17735522238,42,3,0,0.0000000000
17735522238,42,3,0,0.0000000000
17735535927,43,3,0,0.0000000000
17735535927,43,3,0,0.0000000000
17735535927,43,3,0,0.0000000000
17735535927,43,3,0,0.0000000000
17735535927,43,3,0,0.0000000000
17735535927,43,3,0,0.0000000000
17735535927,43,3,0,0.0000000000
17735535927,43,3,0,0.0000000000
17735609718,44,3,0,0.0000000000
17735609718,44,3,0,0.0000000000
17735609718,44,3,0,0.0000000000
17735609718,44,3,0,0.0000000000
17735609718,44,3,0,0.0000000000
17735609718,44,3,0,0.0000000000
17735609718,44,3,0,0.0000000000
17735609718,44,3,0,0.0000000000
17735624418,45,3,0,0.0000000000
17735624418,45,3,0,0.0000000000
17735624418,45,3,0,0.0000000000
17735624418,45,3,0,0.0000000000
17735624418,45,3,0,0.0000000000
17735624418,45,3,0,0.0000000000
17735624418,45,3,0,0.0000000000
17735624418,45,3,0,0.0000000000
17735629517,46,3,0,0.0000000000
17735629517,46,3,0,0.0000000000
17735629517,46,3,0,0.0000000000
17735629517,46,3,0,0.0000000000
17735629517,46,3,0,0.0000000000
17735629517,46,3,0,0.0000000000
17735629517,46,3,0,0.0000000000
17735629517,46,3,0,0.0000000000
17735670128,47,3,0,0.0000000000
17735670128,47,3,0,0.0000000000
17735670128,47,3,0,0.0000000000
17735670128,47,3,0,0.0000000000
17735670128,47,3,0,0.0000000000
17735670128,47,3,0,0.0000000000
17735670128,47,3,0,0.0000000000
17735670128,47,3,0,0.0000000000
17735697152,48,3,0,0.0000000000
17735697152,48,3,0,0.0000000000
17735697152,48,3,0,0.0000000000
17735697152,48,3,0,0.0000000000
17735697152,48,3,0,0.0000000000
17735697152,48,3,0,0.0000000000
17735697152,48,3,0,0.0000000000
17735697152,48,3,0,0.0000000000
17735722344,49,3,0,0.0000000000
17735722344,49,3,0,0.0000000000
17735722344,49,3,0,0.0000000000
17735722344,49,3,0,0.0000000000
17735722344,49,3,0,0.0000000000
17735722344,49,3,0,0.0000000000
17735722344,49,3,0,0.0000000000
17735722344,49,3,0,0.0000000000
17735751059,50,3,0,0.0000000000
17735751059,50,3,0,0.0000000000
17735751059,50,3,0,0.0000000000
17735751059,50,3,0,0.0000000000
17735751059,50,3,0,0.0000000000
17735751059,50,3,0,0.0000000000
17735751059,50,3,0,0.0000000000
17735751059,50,3,0,0.0000000000
17735805876,51,3,0,0.0000000000
17735805876,51,3,0,0.0000000000
17735805876,51,3,0,0.0000000000
17735805876,51,3,0,0.0000000000
17735805876,51,3,0,0.0000000000
17735805876,51,3,0,0.0000000000
17735805876,51,3,0,0.0000000000
17735805876,51,3,0,0.0000000000
17735861007,52,3,0,0.0000000000
17735861007,52,3,0,0.0000000000
17735861007,52,3,0,0.0000000000
17735861007,52,3,0,0.0000000000
17735861007,52,3,0,0.0000000000
17735861007,52,3,0,0.0000000000
17735861007,52,3,0,0.0000000000
17735861007,52,3,0,0.0000000000
17735888578,53,3,0,0.0000000000
17735888578,53,3,0,0.0000000000
17735888578,53,3,0,0.0000000000
17735888578,53,3,0,0.0000000000
17735888578,53,3,0,0.0000000000
17735888578,53,3,0,0.0000000000
17735888578,53,3,0,0.0000000000
17735888578,53,3,0,0.0000000000
17735903455,54,3,0,0.0000000000
17735903455,54,3,0,0.0000000000
17735903455,54,3,0,0.0000000000
17735903455,54,3,0,0.0000000000
17735903455,54,3,0,0.0000000000
17735903455,54,3,0,0.0000000000
17735903455,54,3,0,0.0000000000
17735903455,54,3,0,0.0000000000
17735914716,55,3,0,0.0000000000
17735914716,55,3,0,0.0000000000
17735914716,55,3,0,0.0000000000
17735914716,55,3,0,0.0000000000
17735914716,55,3,0,0.0000000000
17735914716,55,3,0,0.0000000000
17735914716,55,3,0,0.0000000000
17735914716,55,3,0,0.0000000000
17735946913,56,3,0,0.0000000000
17735946913,56,3,0,0.0000000000
17735946913,56,3,0,0.0000000000
17735946913,56,3,0,0.0000000000
17735946913,56,3,0,0.0000000000
17735946913,56,3,0,0.0000000000
17735946913,56,3,0,0.0000000000
17735946913,56,3,0,0.0000000000
17735974944,57,3,0,0.0000000000
17735974944,57,3,0,0.0000000000
17735974944,57,3,0,0.0000000000
17735974944,57,3,0,0.0000000000
17735974944,57,3,0,0.0000000000
17735974944,57,3,0,0.0000000000
17735974944,57,3,0,0.0000000000
17735974944,57,3,0,0.0000000000
17736017533,58,3,0,0.0000000000
17736017533,58,3,0,0.0000000000
17736017533,58,3,0,0.0000000000
17736017533,58,3,0,0.0000000000
17736017533,58,3,0,0.0000000000
17736017533,58,3,0,0.0000000000
17736017533,58,3,0,0.0000000000
17736017533,58,3,0,0.0000000000
17736037229,59,3,0,0.0000000000
17736037229,59,3,0,0.0000000000
17736037229,59,3,0,0.0000000000
17736037229,59,3,0,0.0000000000
17736037229,59,3,0,0.0000000000
17736037229,59,3,0,0.0000000000
17736037229,59,3,0,0.0000000000
17736037229,59,3,0,0.0000000000
17736077010,60,3,0,0.0000000000
17736077010,60,3,0,0.0000000000
17736077010,60,3,0,0.0000000000
17736077010,60,3,0,0.0000000000
17736077010,60,3,0,0.0000000000
17736077010,60,3,0,0.0000000000
17736077010,60,3,0,0.0000000000
17736077010,60,3,0,0.0000000000
17736098476,61,3,0,0.0000000000
17736098476,61,3,0,0.0000000000
17736098476,61,3,0,0.0000000000
17736098476,61,3,0,0.0000000000
17736098476,61,3,0,0.0000000000
17736098476,61,3,0,0.0000000000
17736098476,61,3,0,0.0000000000
17736098476,61,3,0,0.0000000000
17736139671,62,3,0,0.0000000000
17736139671,62,3,0,0.0000000000
17736139671,62,3,0,0.0000000000
17736139671,62,3,0,0.0000000000
17736139671,62,3,0,0.0000000000
17736139671,62,3,0,0.0000000000
17736139671,62,3,0,0.0000000000
17736139671,62,3,0,0.0000000000
17736164710,63,2,0,0.0000000000
17736164710,63,2,0,0.0000000000
17736164710,63,2,0,0.0000000000
17736164710,63,2,0,0.0000000000
17736164710,63,2,0,0.0000000000
17736164710,63,2,0,0.0000000000
17736164710,63,2,0,0.0000000000
17736164710,63,2,0,0.0000000000
17736265482,64,2,0,0.0000000000
17736265482,64,2,0,0.0000000000
17736265482,64,2,0,0.0000000000
17736265482,64,2,0,0.0000000000
17736265482,64,2,0,0.0000000000
17736265482,64,2,0,0.0000000000
17736265482,64,2,0,0.0000000000
17736265482,64,2,0,0.0000000000
17736278243,65,2,0,0.0000000000
17736278243,65,2,0,0.0000000000
17736278243,65,2,0,0.0000000000
17736278243,65,2,0,0.0000000000
17736278243,65,2,0,0.0000000000
17736278243,65,2,0,0.0000000000
17736278243,65,2,0,0.0000000000
17736278243,65,2,0,0.0000000000
17736288494,66,2,0,0.0000000000
17736288494,66,2,0,0.0000000000
17736288494,66,2,0,0.0000000000
17736288494,66,2,0,0.0000000000
17736288494,66,2,0,0.0000000000
17736288494,66,2,0,0.0000000000
17736288494,66,2,0,0.0000000000
17736288494,66,2,0,0.0000000000
17736299715,67,2,0,0.0000000000
17736299715,67,2,0,0.0000000000
17736299715,67,2,0,0.0000000000
17736299715,67,2,0,0.0000000000
17736299715,67,2,0,0.0000000000
17736299715,67,2,0,0.0000000000
17736299715,67,2,0,0.0000000000
17736299715,67,2,0,0.0000000000
17736327238,68,2,0,0.0000000000
17736327238,68,2,0,0.0000000000
17736327238,68,2,0,0.0000000000
17736327238,68,2,0,0.0000000000
17736327238,68,2,0,0.0000000000
17736327238,68,2,0,0.0000000000
17736327238,68,2,0,0.0000000000
17736327238,68,2,0,0.0000000000
17736347218,69,2,0,0.0000000000
17736347218,69,2,0,0.0000000000
17736347218,69,2,0,0.0000000000
17736347218,69,2,0,0.0000000000
17736347218,69,2,0,0.0000000000
17736347218,69,2,0,0.0000000000
17736347218,69,2,0,0.0000000000
17736347218,69,2,0,0.0000000000
17736389767,70,2,0,0.0000000000
17736389767,70,2,0,0.0000000000
17736389767,70,2,0,0.0000000000
17736389767,70,2,0,0.0000000000
17736389767,70,2,0,0.0000000000
17736389767,70,2,0,0.0000000000
17736389767,70,2,0,0.0000000000
17736389767,70,2,0,0.0000000000
17736414753,71,2,0,0.0000000000
17736414753,71,2,0,0.0000000000
