timestamp,sequence,battery,flags,EEG-ch1,EEG-ch2,EEG-ch3,EEG-ch4,EEG-ch5,EEG-ch6,EEG-ch7,EEG-ch8,EEG-ch9,EEG-ch10,EEG-ch11,EEG-ch12,EEG-ch13,EEG-ch14,EEG-ch15,EEG-ch16
16619164885,1,-2,0,-64822.1150483603,-68010.7573423868,44238.0831714734,-23876.0752585148,-58794.7855886318,-6993.9191276461,80363.2814800693,-72365.8802277383,-43823.0673682365,-11260.5950247917,-36263.7640400156,-57814.0570570059,78345.8408437350,-4459.8989226939,-3547.0053008558,80112.0550437660
16619164885,1,-2,0,-13844.7583083513,-11975.7392378633,81185.5014251828,-23822.6469017652,-61508.0359677860,-6951.2835179785,91234.1086725317,-72368.8004749758,-43724.7037071198,-11091.0138341703,-36122.3754029330,-55223.3110494651,89675.4997156937,64934.9339333026,-3378.3001844057,96467.8609454678
16619164885,1,-2,0,9538.9632659200,-3893.2857847399,77978.4615735600,-23905.7887741564,-64198.1068844925,-7038.3798918372,90259.1111261093,-75946.7847319429,-43814.8420051842,-11237.3303884662,-36253.7013547430,-72308.4243633404,85880.4315797086,58866.0152858333,-3556.4839366809,89194.2308032559
16619164885,1,-2,0,-48729.5937705133,-60498.7498517166,51645.5579787377,-23942.5108831680,-60374.3351517021,-7067.4485195472,81069.6162806411,-72399.9011080553,-43892.1555507972,-11375.8109460081,-36369.5378284974,-64989.3722088884,76341.1154505808,88.9580314725,-3698.9433310839,47255.9153374995
16619164885,1,-2,0,-66124.6669932562,-68115.8375721497,22236.7579686503,-23892.8910155241,-56001.5326028668,-7007.7172958433,77342.0545266296,-70503.8332475299,-43843.2414095689,-11305.0801243763,-36293.2950402048,-52865.0288897266,75595.3573123026,-23347.4375023452,-3581.5858952266,66865.3025311719
16619164885,1,-2,0,-47146.5642461517,-46560.4462901906,75391.6092290025,-23828.4387254529,-60893.2387504132,-6950.8211454993,87117.7890050272,-72035.9287929906,-43735.6668019573,-11118.4519905061,-36138.3515888615,-52956.9558392239,86097.4181171521,44268.1130472324,-3394.8482520849,94554.7948124808
16619207515,2,-2,0,29650.2679535387,20441.2196192760,81546.4074806481,-23873.7268930279,-64061.1472890535,-7004.7240424249,92750.6660691495,-75862.8762946519,-43771.7561907342,-11168.9966031086,-36197.5109308146,-71206.9801115340,88341.4577714200,68912.9068879302,-3501.2304254079,91632.9901097814
16619207515,2,-2,0,-41949.9964547065,-56263.8924817631,69110.8874829363,-23922.8357174053,-62994.4661470703,-7043.1739643854,84366.5145733013,-74225.6153455504,-43852.9755670273,-11307.5988376187,-36312.6295104565,-68370.1789388397,79935.9641353444,25368.1147460344,-3637.0462573456,66466.8712987046
16619207515,2,-2,0,-65264.4473309647,-68027.5000932152,9601.3227121375,-23925.7072938555,-54516.1488455093,-7032.6610743304,75312.2636780201,-69424.5342039413,-43880.1825371234,-11353.3372099761,-36340.3110207287,-51834.7534966376,73154.0062863539,-37183.2282181380,-3636.3526986267,51680.0290638371
16619207515,2,-2,0,-64741.3337091528,-66005.9832784452,65169.1986002347,-23856.5704405076,-60370.1981347823,-6976.4098119179,83073.7332889542,-72756.9986744150,-43782.1717392146,-11184.2183918341,-36199.9444701792,-56719.1955291807,81680.6780150892,18614.9456677270,-3466.9783588513,89531.0326513149
16619207515,2,-2,0,31478.2088795525,27563.5931222819,83630.0525553959,-23848.5154252108,-63324.9529604782,-6982.0677909406,93829.3202248065,-74902.4313136297,-43738.8425708281,-11111.4799002265,-36151.6873845794,-66509.5677468563,90117.4061289093,75465.2968009622,-3442.7281390832,94289.2469970169
16619207515,2,-2,0,-33019.0529990289,-47981.0248942691,72699.8591701344,-23925.8046354301,-63695.1186332257,-7053.6868544404,85974.5608823309,-75173.1869033339,-43847.4757680633,-11289.1282738415,-36295.9597658091,-70094.8282865235,82205.0449096739,37847.5357938833,-3603.1957247842,82903.2760241616
16619207515,2,-2,0,-63004.7478508857,-68501.3710459846,11145.2087558197,-23956.5645729985,-54835.5508871116,-7074.5301190981,74931.5607798239,-69361.3351866429,-43895.8180275409,-11417.5461461108,-36394.0070668083,-55017.1659298908,71813.4546242799,-40114.6088982371,-3704.7838255589,37441.6092601732
16619207515,2,-2,0,-67021.4140814102,-68128.8448400535,50577.4532162262,-23872.4492848615,-59054.1035433224,-6990.5365079293,80513.8445605564,-72988.3065910191,-43804.0249227086,-11237.5980777963,-36237.6643303303,-59678.1360425838,78475.6214980485,-3589.3853888901,-3521.1246097134,82904.4441230566
16619282815,3,-2,0,10478.4676407098,11545.9883537738,83174.3114708926,-23832.7582578251,-62041.0054240245,-6963.2443639555,92778.8464549914,-73305.3602671345,-43712.5238426001,-11080.3549317534,-36110.1225322323,-59422.1277014291,90372.7330790420,72926.3730141903,-3385.3574485630,96270.6347476648
16619282815,3,-2,0,-13364.8643456544,-28102.9141162620,74779.2577186911,-23930.2580124673,-63890.2398194784,-7060.2939138153,87622.4198953651,-75725.2839789780,-43835.3810774213,-11274.4905345635,-36276.5279539828,-71512.8881773596,83528.5496284990,45870.6838926916,-3585.5038936036,86792.0110902898
16619282815,3,-2,0,-58776.5462110942,-68189.6468210777,31097.7006645054,-23968.1238849803,-57405.5996423566,-7090.1656095156,77235.6115148225,-70690.0111766177,-43876.9824328590,-11422.5227341114,-36396.4162707793,-60971.1728485642,72957.6439950253,-24772.6276635196,-3733.9011240562,35203.0694048692
16619282815,3,-2,0,-67237.8287371031,-68167.2095881362,31969.9055081676,-23895.2272133141,-56801.3639858261,-7011.0269093792,78170.8085249370,-71448.8860920709,-43824.7343427012,-11281.3044447843,-36268.2417524464,-55482.8966934857,76366.6797816058,-17854.6227963518,-3560.8764752340,73794.7328656564
16619282815,3,-2,0,-24898.7823441799,-22297.8763097919,79165.5907463935,-23842.2490613470,-60807.5781647797,-6966.7608283373,89304.8960058606,-72230.2104081625,-43729.6681274236,-11101.8065812523,-36121.2316394316,-53887.6873046044,87979.0672569423,55812.9698052017,-3385.8684918296,95714.1694688611
16619282815,3,-2,0,9458.3644421648,-3049.1396499515,77794.1696374797,-23927.0822435965,-63929.1156108277,-7056.1325615018,89749.0899460789,-76067.4882844265,-43821.6437477082,-11240.2384680069,-36254.0298825572,-71885.2562032321,85271.4991922045,53719.7487530541,-3561.9228971607,88269.2668261695
16619282815,3,-2,0,-55908.4253867776,-68708.0272088255,55919.6075001579,-23964.8994453222,-60583.3883508170,-7087.9997594811,80635.3511810303,-72702.1588648340,-43832.4608301838,-11377.3805788983,-36371.2899768399,-65806.7007398791,75931.5507755205,-1867.7414623216,-3703.7739067226,46655.4516669841
16619282815,3,-2,0,-67536.8742219205,-68882.5728197506,12507.4797567227,-23933.2756012794,-54412.8329317857,-7046.2037208943,75338.8135924877,-69726.7311222358,-43841.1972365027,-11343.1163446449,-36323.3979221448,-51876.2940135911,73576.6390678020,-34962.6357156479,-3614.0736457439,58308.2115603792
16619295254,4,-2,0,-55257.3197620852,-54085.9964274247,70676.3833561760,-23871.5853783871,-59762.2148276303,-6989.5509244867,84559.3969033386,-72242.5849558315,-43777.8400391456,-11158.2281914203,-36169.0020171585,-53308.3345880768,83534.0007566756,27925.6672766422,-3428.8691324019,92160.5084378432
16619295254,4,-2,0,25839.2114639282,16881.7180937830,80894.5474587526,-23901.2867263319,-63652.1058249566,-7026.3095365888,91651.6310213141,-75741.6251958112,-43780.4439262657,-11171.0529438716,-36195.3572484770,-69579.4898229814,87341.1149125155,64098.7333045395,-3498.7482152560,90664.1737533451
16619295254,4,-2,0,-50492.5105247052,-64336.5509389439,69220.2020711936,-23953.7051642451,-62598.5049570581,-7074.5179514013,83438.1314734077,-74538.5563401397,-43835.4540836023,-11317.1261442311,-36318.0928063300,-68662.1793271966,79230.1038749487,17269.9649640094,-3638.8835795659,68724.4535995365
16619295254,4,-2,0,-67409.1134052796,-70662.2201570741,2456.2564545568,-23964.3518989652,-53207.6590645638,-7074.7126345505,73397.7374214143,-68635.9822759369,-43800.7518122632,-11394.4153544504,-36368.5400773579,-51962.2222885547,71128.2186099991,-45633.6693262776,-3671.9310441370,40199.8436144818
16619295254,4,-2,0,-67163.2650909721,-67476.5102779819,58076.9036437751,-23889.2285387804,-58914.6008992473,-7001.7551244001,80839.8536615335,-72951.4628050392,-43810.5711435993,-11213.4817026932,-36214.7403895159,-57572.6256166451,79238.9741259326,282.9232865270,-3490.2186597832,86264.2250728978
16619295254,4,-2,0,24513.5043919782,20810.4483793682,82530.3604519321,-23864.2604248997,-62729.9404181395,-6988.0664654743,92298.4536167249,-74555.9804819901,-43735.9466589842,-11104.6173192184,-36134.9933045384,-64083.4385096331,88884.7332668676,70980.0769011798,-3425.4256742010,93465.0680527149
