timestamp,sequence,battery,flags,Photodiode-ch1
16619146120,0,-2,0,0.0000000000
16619146120,0,-2,0,0.0000000000
16619146120,0,-2,0,0.0000000000
16619146120,0,-2,0,0.0000000000
16619146120,0,-2,0,0.0000000000
16619146120,0,-2,0,0.0000000000
16619146120,0,-2,0,0.0000000000
16619146120,0,-2,0,0.0000000000
16619164885,1,-2,0,0.0000000000
16619164885,1,-2,0,0.0000000000
16619164885,1,-2,0,0.0000000000
16619164885,1,-2,0,0.0000000000
16619164885,1,-2,0,0.0000000000
16619164885,1,-2,0,0.0000000000
16619164885,1,-2,0,0.0000000000
16619164885,1,-2,0,0.0000000000
16619207515,2,-2,0,0.0000000000
16619207515,2,-2,0,0.0000000000
16619207515,2,-2,0,0.0000000000
16619207515,2,-2,0,0.0000000000
16619207515,2,-2,0,0.0000000000
16619207515,2,-2,0,0.0000000000
16619207515,2,-2,0,0.0000000000
16619207515,2,-2,0,0.0000000000
16619282815,3,-2,0,0.0000000000
16619282815,3,-2,0,0.0000000000
16619282815,3,-2,0,0.0000000000
16619282815,3,-2,0,0.0000000000
16619282815,3,-2,0,0.0000000000
16619282815,3,-2,0,0.0000000000
16619282815,3,-2,0,0.0000000000
16619282815,3,-2,0,0.0000000000
16619295254,4,-2,0,0.0000000000
16619295254,4,-2,0,0.0000000000
16619295254,4,-2,0,0.0000000000
16619295254,4,-2,0,0.0000000000
16619295254,4,-2,0,0.0000000000
16619295254,4,-2,0,0.0000000000
16619295254,4,-2,0,0.0000000000
16619295254,4,-2,0,0.0000000000
16619310009,5,-2,0,0.0000000000
16619310009,5,-2,0,0.0000000000
16619310009,5,-2,0,0.0000000000
16619310009,5,-2,0,0.0000000000
16619310009,5,-2,0,0.0000000000
16619310009,5,-2,0,0.0000000000
16619310009,5,-2,0,0.0000000000
16619310009,5,-2,0,0.0000000000
16619321304,6,-2,0,0.0000000000
16619321304,6,-2,0,0.0000000000
16619321304,6,-2,0,0.0000000000
16619321304,6,-2,0,0.0000000000
16619321304,6,-2,0,0.0000000000
16619321304,6,-2,0,0.0000000000
16619321304,6,-2,0,0.0000000000
16619321304,6,-2,0,0.0000000000
16619369867,7,-2,0,0.0000000000
16619369867,7,-2,0,0.0000000000
16619369867,7,-2,0,0.0000000000
16619369867,7,-2,0,0.0000000000
16619369867,7,-2,0,0.0000000000
16619369867,7,-2,0,0.0000000000
16619369867,7,-2,0,0.0000000000
16619369867,7,-2,0,0.0000000000
16619379051,8,-2,0,0.0000000000
16619379051,8,-2,0,0.0000000000
16619379051,8,-2,0,0.0000000000
16619379051,8,-2,0,0.0000000000
16619379051,8,-2,0,0.0000000000
16619379051,8,-2,0,0.0000000000
16619379051,8,-2,0,0.0000000000
16619379051,8,-2,0,0.0000000000
16619475141,9,-2,0,0.0000000000
16619475141,9,-2,0,0.0000000000
16619475141,9,-2,0,0.0000000000
16619475141,9,-2,0,0.0000000000
16619475141,9,-2,0,0.0000000000
16619475141,9,-2,0,0.0000000000
16619475141,9,-2,0,0.0000000000
16619475141,9,-2,0,0.0000000000
16619490033,10,-2,0,0.0000000000
16619490033,10,-2,0,0.0000000000
16619490033,10,-2,0,0.0000000000
16619490033,10,-2,0,0.0000000000
16619490033,10,-2,0,0.0000000000
16619490033,10,-2,0,0.0000000000
16619490033,10,-2,0,0.0000000000
16619490033,10,-2,0,0.0000000000
16619507850,11,-2,0,0.0000000000
16619507850,11,-2,0,0.0000000000
16619507850,11,-2,0,0.0000000000
16619507850,11,-2,0,0.0000000000
16619507850,11,-2,0,0.0000000000
16619507850,11,-2,0,0.0000000000
16619507850,11,-2,0,0.0000000000
16619507850,11,-2,0,0.0000000000
16619514867,12,-2,0,0.0000000000
16619514867,12,-2,0,0.0000000000
16619514867,12,-2,0,0.0000000000
16619514867,12,-2,0,0.0000000000
16619514867,12,-2,0,0.0000000000
16619514867,12,-2,0,0.0000000000
16619514867,12,-2,0,0.0000000000
16619514867,12,-2,0,0.0000000000
16619540260,13,-2,0,0.0000000000
16619540260,13,-2,0,0.0000000000
16619540260,13,-2,0,0.0000000000
16619540260,13,-2,0,0.0000000000
16619540260,13,-2,0,0.0000000000
16619540260,13,-2,0,0.0000000000
16619540260,13,-2,0,0.0000000000
16619540260,13,-2,0,0.0000000000
16619571296,14,-2,0,0.0000000000
16619571296,14,-2,0,0.0000000000
16619571296,14,-2,0,0.0000000000
16619571296,14,-2,0,0.0000000000
16619571296,14,-2,0,0.0000000000
16619571296,14,-2,0,0.0000000000
16619571296,14,-2,0,0.0000000000
16619571296,14,-2,0,0.0000000000
16619645211,15,-2,0,0.0000000000
16619645211,15,-2,0,0.0000000000
16619645211,15,-2,0,0.0000000000
16619645211,15,-2,0,0.0000000000
16619645211,15,-2,0,0.0000000000
16619645211,15,-2,0,0.0000000000
16619645211,15,-2,0,0.0000000000
16619645211,15,-2,0,0.0000000000
16619657735,16,-2,0,0.0000000000
16619657735,16,-2,0,0.0000000000
16619657735,16,-2,0,0.0000000000
16619657735,16,-2,0,0.0000000000
16619657735,16,-2,0,0.0000000000
16619657735,16,-2,0,0.0000000000
16619657735,16,-2,0,0.0000000000
16619657735,16,-2,0,0.0000000000
16619675201,17,-2,0,0.0000000000
16619675201,17,-2,0,0.0000000000
16619675201,17,-2,0,0.0000000000
16619675201,17,-2,0,0.0000000000
16619675201,17,-2,0,0.0000000000
16619675201,17,-2,0,0.0000000000
16619675201,17,-2,0,0.0000000000
16619675201,17,-2,0,0.0000000000
16619713973,18,-2,0,0.0000000000
16619713973,18,-2,0,0.0000000000
16619713973,18,-2,0,0.0000000000
16619713973,18,-2,0,0.0000000000
16619713973,18,-2,0,0.0000000000
16619713973,18,-2,0,0.0000000000
16619713973,18,-2,0,0.0000000000
16619713973,18,-2,0,0.0000000000
16619726580,19,-2,0,0.0000000000
16619726580,19,-2,0,0.0000000000
16619726580,19,-2,0,0.0000000000
16619726580,19,-2,0,0.0000000000
16619726580,19,-2,0,0.0000000000
16619726580,19,-2,0,0.0000000000
16619726580,19,-2,0,0.0000000000
16619726580,19,-2,0,0.0000000000
16619769922,20,-2,0,0.0000000000
16619769922,20,-2,0,0.0000000000
16619769922,20,-2,0,0.0000000000
16619769922,20,-2,0,0.0000000000
16619769922,20,-2,0,0.0000000000
16619769922,20,-2,0,0.0000000000
16619769922,20,-2,0,0.0000000000
16619769922,20,-2,0,0.0000000000
16619810193,21,-2,0,0.0000000000
16619810193,21,-2,0,0.0000000000
16619810193,21,-2,0,0.0000000000
16619810193,21,-2,0,0.0000000000
16619810193,21,-2,0,0.0000000000
16619810193,21,-2,0,0.0000000000
16619810193,21,-2,0,0.0000000000
16619810193,21,-2,0,0.0000000000
16619814899,22,-2,0,0.0000000000
16619814899,22,-2,0,0.0000000000
16619814899,22,-2,0,0.0000000000
16619814899,22,-2,0,0.0000000000
16619814899,22,-2,0,0.0000000000
16619814899,22,-2,0,0.0000000000
16619814899,22,-2,0,0.0000000000
16619814899,22,-2,0,0.0000000000
16619871454,23,-2,0,0.0000000000
16619871454,23,-2,0,0.0000000000
16619871454,23,-2,0,0.0000000000
16619871454,23,-2,0,0.0000000000
16619871454,23,-2,0,0.0000000000
16619871454,23,-2,0,0.0000000000
16619871454,23,-2,0,0.0000000000
16619871454,23,-2,0,0.0000000000
16619883824,24,-2,0,0.0000000000
16619883824,24,-2,0,0.0000000000
16619883824,24,-2,0,0.0000000000
16619883824,24,-2,0,0.0000000000
16619883824,24,-2,0,0.0000000000
16619883824,24,-2,0,0.0000000000
16619883824,24,-2,0,0.0000000000
16619883824,24,-2,0,0.0000000000
16619912737,25,-2,0,0.0000000000
16619912737,25,-2,0,0.0000000000
16619912737,25,-2,0,0.0000000000
16619912737,25,-2,0,0.0000000000
16619912737,25,-2,0,0.0000000000
16619912737,25,-2,0,0.0000000000
16619912737,25,-2,0,0.0000000000
16619912737,25,-2,0,0.0000000000
16619946106,26,-2,0,0.0000000000
16619946106,26,-2,0,0.0000000000
16619946106,26,-2,0,0.0000000000
16619946106,26,-2,0,0.0000000000
16619946106,26,-2,0,0.0000000000
16619946106,26,-2,0,0.0000000000
16619946106,26,-2,0,0.0000000000
16619946106,26,-2,0,0.0000000000
16620016038,27,-2,0,0.0000000000
16620016038,27,-2,0,0.0000000000
16620016038,27,-2,0,0.0000000000
16620016038,27,-2,0,0.0000000000
16620016038,27,-2,0,0.0000000000
16620016038,27,-2,0,0.0000000000
16620016038,27,-2,0,0.0000000000
16620016038,27,-2,0,0.0000000000
16620082502,28,-2,0,0.0000000000
16620082502,28,-2,0,0.0000000000
16620082502,28,-2,0,0.0000000000
16620082502,28,-2,0,0.0000000000
16620082502,28,-2,0,0.0000000000
16620082502,28,-2,0,0.0000000000
16620082502,28,-2,0,0.0000000000
16620082502,28,-2,0,0.0000000000
16620099842,29,-2,0,0.0000000000
16620099842,29,-2,0,0.0000000000
16620099842,29,-2,0,0.0000000000
16620099842,29,-2,0,0.0000000000
16620099842,29,-2,0,0.0000000000
16620099842,29,-2,0,0.0000000000
16620099842,29,-2,0,0.0000000000
16620099842,29,-2,0,0.0000000000
16620114771,30,-2,0,0.0000000000
16620114771,30,-2,0,0.0000000000
16620114771,30,-2,0,0.0000000000
16620114771,30,-2,0,0.0000000000
16620114771,30,-2,0,0.0000000000
16620114771,30,-2,0,0.0000000000
16620114771,30,-2,0,0.0000000000
16620114771,30,-2,0,0.0000000000
16620139976,31,3,0,0.0000000000
16620139976,31,3,0,0.0000000000
16620139976,31,3,0,0.0000000000
16620139976,31,3,0,0.0000000000
16620139976,31,3,0,0.0000000000
16620139976,31,3,0,0.0000000000
