timestamp,sequence,battery,flags,IMU_B-ch1,IMU_B-ch2,IMU_B-ch3,IMU_B-ch4,IMU_B-ch5,IMU_B-ch6,IMU_B-ch7,IMU_B-ch8,IMU_B-ch9
16621146471,63,3,0,8.2926757813,0.9474609375,-5.1918945313,-0.8536585366,0.2743902439,0.4573170732,129.5974080518,-61.1987760245,-26.3994720106
16621164062,64,3,0,8.3094238281,1.0000976563,-5.2182128906,-0.6402439024,0.3048780488,0.3658536585,129.5974080518,-61.1987760245,-26.3994720106
16621186241,65,3,0,8.2902832031,1.0024902344,-5.2612792969,-0.9451219512,0.7012195122,0.8231707317,129.5974080518,-62.3987520250,-25.1994960101
16621207420,66,3,0,8.1156250000,0.9761718750,-5.1655761719,-1.1890243902,0.4878048780,0.9451219512,129.5974080518,-62.3987520250,-25.1994960101
16621227655,67,3,0,8.0031738281,0.8732910156,-5.2062500000,-1.9207317073,-1.1890243902,-0.1219512195,129.5974080518,-62.3987520250,-25.1994960101
16621299936,68,3,0,8.0007812500,0.9977050781,-5.3091308594,-0.8536585366,-4.2073170732,-1.5548780488,129.5974080518,-62.3987520250,-25.1994960101
16621364009,69,3,0,8.0462402344,1.0431640625,-5.3928710938,-0.7621951220,-6.2195121951,-3.0792682927,128.3974320514,-65.9986800264,-31.1993760125
16621384993,70,3,0,8.1251953125,0.9546386719,-5.5125000000,0.1219512195,-6.6768292683,-2.2865853659,128.3974320514,-65.9986800264,-31.1993760125
16621402457,71,3,0,8.1347656250,0.9259277344,-5.5196777344,2.3170731707,-5.8841463415,-1.3109756098,128.3974320514,-65.9986800264,-31.1993760125
16621426057,72,3,0,8.3166015625,0.8756835938,-5.5770996094,4.0853658537,-4.6036585366,-0.3353658537,128.3974320514,-65.9986800264,-31.1993760125
16621475269,73,3,0,8.5630371094,1.1125488281,-5.6010253906,5.1829268293,-1.6158536585,0.4573170732,128.3974320514,-58.7988240235,-32.3993520130
16621497490,74,3,0,8.4673339844,1.1580078125,-5.4670410156,2.9573170732,3.6890243902,2.4085365854,128.3974320514,-58.7988240235,-32.3993520130
16621512638,75,3,0,8.2113281250,0.9689941406,-5.3234863281,-1.0060975610,7.0426829268,3.9939024390,128.3974320514,-58.7988240235,-32.3993520130
16621541276,76,3,0,8.2137207031,0.9020019531,-5.2038574219,-3.2317073171,6.8902439024,4.2073170732,128.3974320514,-58.7988240235,-32.3993520130
16621552328,77,3,0,8.4577636719,0.8900390625,-5.2373535156,-4.4207317073,6.3414634146,3.8719512195,132.5973480530,-58.1988360233,-26.9994600108
16621583704,78,3,0,8.3381347656,0.8972167969,-5.0914062500,-5.1219512195,7.8353658537,3.5975609756,132.5973480530,-58.1988360233,-26.9994600108
16621600073,79,3,0,8.1562988281,0.7034179688,-5.0148437500,-5.5792682927,7.3780487805,3.6585365854,132.5973480530,-58.1988360233,-26.9994600108
16621649113,80,3,0,8.2472167969,0.6436035156,-5.0626953125,-3.5060975610,4.5731707317,2.7134146341,132.5973480530,-58.1988360233,-26.9994600108
16621714069,81,3,0,8.3835937500,0.7010253906,-5.0961914063,-1.0975609756,2.2865853659,0.8231707317,135.5972880542,-64.7987040259,-27.5994480110
16621717684,82,3,0,8.4362304688,0.8086914063,-5.1081542969,0.5182926829,1.6158536585,-0.9146341463,135.5972880542,-64.7987040259,-27.5994480110
16621736126,83,3,0,8.3477050781,0.9642089844,-5.0698730469,1.4634146341,1.4634146341,-1.9512195122,135.5972880542,-64.7987040259,-27.5994480110
16621764856,84,3,0,8.3477050781,0.9642089844,-5.0698730469,1.4634146341,1.4634146341,-1.9512195122,135.5972880542,-64.7987040259,-27.5994480110
16621795102,85,3,0,8.2807128906,0.9833496094,-5.0387695313,1.2195121951,0.8841463415,-1.2500000000,135.5972880542,-64.7987040259,-27.5994480110
16621860095,86,3,0,8.2352539063,0.9139648438,-5.0603027344,0.4573170732,-0.2743902439,-0.3658536585,130.7973840523,-61.1987760245,-22.7995440091
16621877573,87,3,0,8.2041503906,0.7871582031,-5.1440429688,0.3658536585,-1.5243902439,0.2134146341,130.7973840523,-61.1987760245,-22.7995440091
16621889133,88,3,0,8.2759277344,0.8278320313,-5.2875976563,0.2743902439,-3.1707317073,-1.6158536585,130.7973840523,-61.1987760245,-22.7995440091
16621923984,89,3,0,8.3285644531,0.8780761719,-5.2828125000,0.1829268293,-3.6890243902,-2.9573170732,130.7973840523,-61.1987760245,-22.7995440091
16621965214,90,3,0,8.5175781250,1.1962890625,-5.3593750000,-0.3658536585,-2.8963414634,-4.2073170732,133.1973360533,-61.1987760245,-23.9995200096
16622024141,91,3,0,8.1778320313,1.1867187500,-5.1727539063,-2.9268292683,-0.2743902439,-2.6829268293,133.1973360533,-61.1987760245,-23.9995200096
16622035175,92,3,0,7.9792480469,1.1197265625,-5.1488281250,-4.4817073171,-0.8841463415,-1.1890243902,133.1973360533,-61.1987760245,-23.9995200096
16622048772,93,3,0,8.1539062500,0.7919433594,-5.2923828125,-4.6951219512,-3.3536585366,0.3353658537,133.1973360533,-61.1987760245,-23.9995200096
16622095165,94,3,0,8.2711425781,0.7608398438,-5.3737304688,-1.1280487805,-3.6280487805,1.0060975610,128.9974200516,-56.9988600228,-24.5995080098
16622102667,95,3,0,8.3357421875,0.8685058594,-5.4000488281,1.6768292683,-2.5304878049,-0.2743902439,128.9974200516,-56.9988600228,-24.5995080098
16622138937,96,3,0,8.4601562500,0.9163574219,-5.4167968750,2.2865853659,-0.8536585366,-1.3109756098,128.9974200516,-56.9988600228,-24.5995080098
16622162574,97,3,0,8.4027343750,1.1005859375,-5.3210937500,2.3475609756,2.0426829268,-1.0365853659,128.9974200516,-56.9988600228,-24.5995080098
16622232742,98,3,0,8.3142089844,1.1005859375,-5.2349609375,0.0304878049,4.4817073171,-0.1524390244,131.9973600528,-62.3987520250,-26.3994720106
16622260210,99,3,0,8.2854980469,1.1149414063,-5.1631835938,-2.2865853659,4.7256097561,0.1219512195,131.9973600528,-62.3987520250,-26.3994720106
16622274339,100,3,0,8.3812011719,1.0503417969,-5.1823242188,-4.4817073171,4.4817073171,0.4573170732,131.9973600528,-62.3987520250,-26.3994720106
16622284042,101,3,0,8.3142089844,1.0383789063,-5.0722656250,-5.2439024390,5.0609756098,0.7012195122,131.9973600528,-62.3987520250,-26.3994720106
16622321497,102,3,0,8.2831054688,0.9929199219,-5.0507324219,-5.2743902439,4.6646341463,1.1280487805,130.1973960521,-61.7987640247,-23.3995320094
16622371320,103,3,0,8.2496093750,1.0216308594,-5.0626953125,-4.2987804878,3.2926829268,1.2500000000,130.1973960521,-61.7987640247,-23.3995320094
16622389134,104,3,0,8.3166015625,0.9474609375,-5.0411621094,-3.5365853659,1.4024390244,1.1280487805,130.1973960521,-61.7987640247,-23.3995320094
16622446541,105,3,0,8.3955566406,0.9067871094,-5.0842285156,-1.9207317073,0.4878048780,1.3414634146,130.1973960521,-61.7987640247,-23.3995320094
16622461466,106,3,0,8.3381347656,0.9474609375,-5.0626953125,-0.1829268293,0.7012195122,1.2195121951,135.5972880542,-59.9988000240,-26.3994720106
16622482390,107,3,0,8.2926757813,0.9091796875,-5.0985839844,0.3048780488,0.1524390244,0.3963414634,135.5972880542,-59.9988000240,-26.3994720106
16622513747,108,3,0,8.3333496094,0.9546386719,-5.1296875000,0.9756097561,-0.7926829268,-0.0914634146,135.5972880542,-59.9988000240,-26.3994720106
16622587607,109,3,0,8.3453125000,1.0527343750,-5.1081542969,0.9756097561,-0.7926829268,-0.4268292683,135.5972880542,-59.9988000240,-26.3994720106
16622599971,110,3,0,8.4027343750,1.0646972656,-5.1009765625,-0.2134146341,-0.3353658537,-0.1219512195,129.5974080518,-59.9988000240,-26.3994720106
16622637469,111,3,0,8.4027343750,1.1173339844,-5.1464355469,-1.5243902439,0.4268292683,0.1524390244,129.5974080518,-59.9988000240,-26.3994720106
16622661442,112,3,0,8.3907714844,1.0934082031,-5.1129394531,-3.1097560976,1.1585365854,0.0609756098,129.5974080518,-59.9988000240,-26.3994720106
16622686501,113,3,0,8.3716308594,1.0910156250,-5.0818359375,-4.1463414634,1.6158536585,-0.3658536585,129.5974080518,-59.9988000240,-26.3994720106
16622698798,114,3,0,8.3070312500,1.1269042969,-5.0603027344,-4.5121951220,1.3719512195,-0.8841463415,128.3974320514,-61.1987760245,-22.7995440091
16622758970,115,3,0,8.3213867188,1.1627929688,-5.0435546875,-4.3597560976,0.3963414634,-0.2743902439,128.3974320514,-61.1987760245,-22.7995440091
16622775339,116,3,0,8.3142089844,1.2082519531,-5.0387695313,-3.9024390244,-0.6097560976,0.8841463415,128.3974320514,-61.1987760245,-22.7995440091
16622811570,117,3,0,8.2974609375,1.1436523438,-5.0722656250,-3.5365853659,-1.2804878049,2.2256097561,128.3974320514,-61.1987760245,-22.7995440091
16622832693,118,3,0,8.2400390625,1.0335937500,-5.0818359375,-3.1707317073,-1.7378048780,2.8963414634,128.3974320514,-59.9988000240,-25.1994960101
16622875036,119,3,0,8.3907714844,1.0192382813,-5.1799316406,-1.7073170732,-2.6524390244,3.2012195122,128.3974320514,-59.9988000240,-25.1994960101
16622896477,120,3,0,8.4123046875,1.0670898438,-5.1942871094,-1.2195121951,-1.7378048780,2.0731707317,128.3974320514,-59.9988000240,-25.1994960101
16622951159,121,3,0,8.4218750000,0.9833496094,-5.1895019531,-1.3414634146,-0.2134146341,1.8902439024,128.3974320514,-59.9988000240,-25.1994960101
16622971412,122,3,0,8.3548828125,1.0407714844,-5.1249023438,-0.4268292683,1.0975609756,1.8597560976,132.5973480530,-62.9987400252,-23.3995320094
16622978965,123,3,0,8.3979492188,0.9020019531,-5.1201171875,-0.6402439024,1.7073170732,1.7378048780,132.5973480530,-62.9987400252,-23.3995320094
16623019880,124,3,0,8.4218750000,0.9211425781,-5.1081542969,0.5182926829,2.2256097561,1.2804878049,132.5973480530,-62.9987400252,-23.3995320094
16623034161,125,3,0,8.4218750000,0.9211425781,-5.1081542969,0.5182926829,2.2256097561,1.2804878049,132.5973480530,-62.9987400252,-23.3995320094
16623083937,126,3,0,8.4170898438,0.9331054688,-5.0579101563,1.2195121951,2.6524390244,0.5792682927,130.7973840523,-63.5987280254,-23.9995200096
16623099902,127,3,0,8.4075195313,0.9833496094,-5.0052734375,1.5853658537,2.5609756098,0.0000000000,130.7973840523,-63.5987280254,-23.9995200096
16623148969,128,3,0,8.3070312500,1.0168457031,-4.9478515625,1.3414634146,2.5304878049,-0.1524390244,130.7973840523,-63.5987280254,-23.9995200096
16623173955,129,3,0,8.3931640625,1.0216308594,-5.0315917969,0.3353658537,0.9451219512,0.1219512195,130.7973840523,-63.5987280254,-23.9995200096
16623195245,130,3,0,8.2950683594,1.0886230469,-4.9669921875,-0.3048780488,-0.0609756098,0.4878048780,127.7974440511,-59.3988120238,-24.5995080098
16623319920,131,3,0,8.4170898438,0.9809570313,-5.0459472656,-1.9207317073,-1.4939024390,0.7012195122,127.7974440511,-59.3988120238,-24.5995080098
16623335177,132,3,0,8.3907714844,1.0168457031,-5.0291992188,-1.8902439024,-1.6768292683,1.1890243902,127.7974440511,-59.3988120238,-24.5995080098
16623350173,133,3,0,8.3668457031,0.9546386719,-5.0794433594,-2.5304878049,-1.8597560976,1.2500000000,127.7974440511,-59.3988120238,-24.5995080098
16623376478,134,3,0,8.3500976563,0.9522460938,-5.1416503906,-2.5304878049,-2.0121951220,0.8841463415,130.1973960521,-60.5987880242,-20.9995800084
16623386256,135,3,0,8.3572753906,0.9713867188,-5.1057617188,-2.4695121951,-1.9512195122,0.4573170732,130.1973960521,-60.5987880242,-20.9995800084
16623398810,136,3,0,8.3859863281,1.0144531250,-5.1679687500,-2.5609756098,-1.6158536585,-0.0914634146,130.1973960521,-60.5987880242,-20.9995800084
16623426516,137,3,0,8.3548828125,1.0646972656,-5.1655761719,-2.8048780488,-1.1280487805,-0.1524390244,130.1973960521,-60.5987880242,-20.9995800084
16623449944,138,3,0,8.3548828125,1.0479492188,-5.1368652344,-3.0792682927,-0.7317073171,0.2439024390,132.5973480530,-60.5987880242,-20.9995800084
16623523153,139,3,0,8.3309570313,1.0359863281,-5.1081542969,-2.9878048780,-0.6097560976,0.7317073171,132.5973480530,-60.5987880242,-20.9995800084
16623526498,140,3,0,8.3261718750,1.0048828125,-5.1440429688,-2.7439024390,-0.6402439024,0.9451219512,132.5973480530,-60.5987880242,-20.9995800084
16623538961,141,3,0,8.3142089844,0.9929199219,-5.1296875000,-2.0121951220,-0.6707317073,1.0060975610,132.5973480530,-60.5987880242,-20.9995800084
16623576511,142,3,0,8.3166015625,1.0024902344,-5.1416503906,-1.2804878049,-0.8841463415,0.9451219512,128.9974200516,-61.7987640247,-23.3995320094
16623622725,143,3,0,8.3189941406,1.0096679688,-5.1392578125,-0.8841463415,-1.0670731707,0.8841463415,128.9974200516,-61.7987640247,-23.3995320094
16623682790,144,3,0,8.3620605469,1.0455566406,-5.1775390625,-0.7012195122,-1.2195121951,0.5792682927,128.9974200516,-61.7987640247,-23.3995320094
16623702604,145,3,0,8.3309570313,1.0646972656,-5.1440429688,-1.0060975610,-0.7012195122,0.7317073171,128.9974200516,-61.7987640247,-23.3995320094
16623713753,146,3,0,8.3046386719,1.0910156250,-5.1416503906,-1.5243902439,-0.6402439024,0.8841463415,128.3974320514,-57.5988480230,-21.5995680086
16623757696,147,3,0,8.2567871094,0.9761718750,-5.1272949219,-2.1646341463,-0.9146341463,1.3414634146,128.3974320514,-57.5988480230,-21.5995680086
16623764004,148,3,0,8.3213867188,1.0168457031,-5.2038574219,-1.4939024390,-1.4329268293,1.5243902439,128.3974320514,-57.5988480230,-21.5995680086
16623795321,149,3,0,8.4170898438,0.9474609375,-5.2229980469,-1.7987804878,-1.1890243902,0.8536585366,128.3974320514,-57.5988480230,-21.5995680086
16623821494,150,3,0,8.3453125000,0.9570312500,-5.1895019531,-0.9756097561,-0.1219512195,0.7012195122,129.5974080518,-63.5987280254,-21.5995680086
16623879095,151,3,0,8.2854980469,1.0312011719,-5.1488281250,-0.4268292683,0.4573170732,0.5487804878,129.5974080518,-63.5987280254,-21.5995680086
16623923980,152,3,0,8.3142089844,1.0048828125,-5.1464355469,-0.9146341463,0.2134146341,0.7317073171,129.5974080518,-63.5987280254,-21.5995680086
16623948726,153,3,0,8.3309570313,1.0216308594,-5.1583984375,-0.9756097561,0.0609756098,0.9146341463,129.5974080518,-63.5987280254,-21.5995680086
16623964835,154,3,0,8.3548828125,0.9905273438,-5.1895019531,-1.3109756098,0.2134146341,1.0060975610,125.9974800504,-58.7988240235,-26.3994720106
16623991163,155,3,0,8.3764160156,0.9833496094,-5.1775390625,-1.2804878049,0.5487804878,0.9451219512,125.9974800504,-58.7988240235,-26.3994720106
16624065121,156,3,0,8.2711425781,0.9737792969,-5.1057617188,-1.0975609756,1.3719512195,1.0670731707,125.9974800504,-58.7988240235,-26.3994720106
16624082716,157,3,0,8.3333496094,0.9307128906,-5.1536132813,-0.9756097561,0.8536585366,1.1280487805,125.9974800504,-58.7988240235,-26.3994720106
16624090078,158,3,0,8.2950683594,0.9953125000,-5.1081542969,-0.5182926829,0.2134146341,0.9756097561,132.5973480530,-59.3988120238,-25.7994840103
16624109091,159,3,0,8.3285644531,0.8996093750,-5.1392578125,-1.1280487805,-0.4268292683,0.4573170732,132.5973480530,-59.3988120238,-25.7994840103
16624140237,160,3,0,8.3477050781,1.0096679688,-5.1344726563,-0.4878048780,-0.4878048780,0.5487804878,132.5973480530,-59.3988120238,-25.7994840103
16624188911,161,3,0,8.3237792969,0.9761718750,-5.1512207031,-1.0365853659,-0.6097560976,0.6402439024,132.5973480530,-59.3988120238,-25.7994840103
16624192707,162,3,0,8.2902832031,0.9881347656,-5.1272949219,-1.3414634146,-0.5487804878,0.6097560976,130.7973840523,-62.3987520250,-21.5995680086
16624241194,163,3,0,8.3309570313,1.0048828125,-5.1583984375,-1.6768292683,-0.8231707317,0.3963414634,130.7973840523,-62.3987520250,-21.5995680086
16624260061,164,3,0,8.3453125000,1.0240234375,-5.1799316406,-2.0426829268,-0.6707317073,0.3658536585,130.7973840523,-62.3987520250,-21.5995680086
16624296224,165,3,0,8.3118164063,1.0264160156,-5.1871093750,-2.3780487805,-0.4268292683,0.6707317073,130.7973840523,-62.3987520250,-21.5995680086
16624340099,166,3,0,8.3118164063,1.0264160156,-5.1871093750,-2.3780487805,-0.4268292683,0.6707317073,124.7975040499,-62.3987520250,-19.1996160077
16624362446,167,3,0,8.3309570313,0.9689941406,-5.1560058594,-2.4085365854,-0.3963414634,1.0670731707,124.7975040499,-62.3987520250,-19.1996160077
16624421192,168,3,0,8.3524902344,0.9570312500,-5.1655761719,-1.7378048780,-0.0914634146,1.2195121951,124.7975040499,-62.3987520250,-19.1996160077
16624435184,169,3,0,8.3261718750,0.9331054688,-5.1607910156,-1.2500000000,0.1829268293,0.8841463415,124.7975040499,-62.3987520250,-19.1996160077
16624458818,170,3,0,8.3189941406,0.9666015625,-5.1631835938,-0.5792682927,0.1524390244,0.4878048780,133.1973360533,-64.7987040259,-28.7994240115
16624476371,171,3,0,8.3213867188,1.0072753906,-5.1464355469,-0.3658536585,0.0000000000,0.3353658537,133.1973360533,-64.7987040259,-28.7994240115
