timestamp,sequence,battery,flags,IMU_B-ch1,IMU_B-ch2,IMU_B-ch3,IMU_B-ch4,IMU_B-ch5,IMU_B-ch6,IMU_B-ch7,IMU_B-ch8,IMU_B-ch9
17752348167,204,-2,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
17752411891,205,-2,0,9.9268066406,0.5000488281,0.3373535156,0.0000000000,0.0000000000,0.0000000000,143.9971200576,-119.9976000480,58.7988240235
17752421988,206,-2,0,10.0512207031,0.4880859375,0.2177246094,-2.7439024390,-1.3719512195,-0.4573170732,143.9971200576,-119.9976000480,58.7988240235
17752441762,207,-2,0,10.0512207031,0.4880859375,0.2177246094,-2.7439024390,-1.3719512195,-0.4573170732,143.9971200576,-119.9976000480,58.7988240235
17752462242,208,-2,0,10.0296875000,0.4617675781,0.2129394531,-2.4085365854,-1.0365853659,0.9756097561,143.9971200576,-119.9976000480,58.7988240235
17752497343,209,-2,0,10.0464355469,0.4043457031,0.1746582031,-2.1341463415,-1.1890243902,1.3719512195,143.9971200576,-116.3976720466,56.3988720226
17752524406,210,-2,0,10.0847167969,0.3636718750,0.1315917969,-1.6463414634,-1.0975609756,1.3109756098,143.9971200576,-116.3976720466,56.3988720226
17752564726,211,-2,0,10.0368652344,0.3923828125,0.1363769531,-0.8841463415,-0.7317073171,1.1890243902,143.9971200576,-116.3976720466,56.3988720226
17752614756,212,-2,0,10.1397460938,0.3947753906,0.1220214844,-0.7926829268,-0.5487804878,0.7012195122,143.9971200576,-116.3976720466,56.3988720226
17752618433,213,-2,0,10.0560058594,0.4139160156,0.1746582031,-1.1585365854,0.5182926829,0.2134146341,142.1971560569,-116.9976600468,58.1988360233
17752674389,214,-2,0,10.0416503906,0.4091308594,0.2105468750,-1.2500000000,0.4268292683,0.0304878049,142.1971560569,-116.9976600468,58.1988360233
17752686273,215,-2,0,10.1062500000,0.4569824219,0.1722656250,-1.2195121951,0.0000000000,0.1219512195,142.1971560569,-116.9976600468,58.1988360233
17752728201,216,-2,0,10.1636718750,0.5598632813,0.1794433594,-1.7987804878,0.6402439024,0.3963414634,142.1971560569,-116.9976600468,58.1988360233
